uuid,user_age,device,computer_time,target_object_id,misses,movement_time,index_difficulty
77d00f41-edbe-45ab-a40e-23cfebac5bd9,22,Trackpad,5,9,0,0.850,1.654
77d00f41-edbe-45ab-a40e-23cfebac5bd9,22,Trackpad,5,5,0,0.634,1.000
77d00f41-edbe-45ab-a40e-23cfebac5bd9,22,Trackpad,5,12,0,0.866,1.441
77d00f41-edbe-45ab-a40e-23cfebac5bd9,22,Trackpad,5,15,0,0.900,2.870
77d00f41-edbe-45ab-a40e-23cfebac5bd9,22,Trackpad,5,7,0,0.650,1.332
77d00f41-edbe-45ab-a40e-23cfebac5bd9,22,Trackpad,5,10,0,0.983,3.429
94b750bc-66df-494b-9246-6c37272a666f,49,Mouse,6,21,0,1.466,3.132
94b750bc-66df-494b-9246-6c37272a666f,49,Mouse,6,9,0,1.133,1.640
94b750bc-66df-494b-9246-6c37272a666f,49,Mouse,6,3,0,0.948,1.705
94b750bc-66df-494b-9246-6c37272a666f,49,Mouse,6,2,0,0.700,0.869
94b750bc-66df-494b-9246-6c37272a666f,49,Mouse,6,15,0,0.932,3.384
94b750bc-66df-494b-9246-6c37272a666f,49,Mouse,6,7,0,0.733,1.278
94b750bc-66df-494b-9246-6c37272a666f,49,Mouse,6,16,1,1.732,3.656
94b750bc-66df-494b-9246-6c37272a666f,49,Mouse,6,10,0,1.033,3.032
94b750bc-66df-494b-9246-6c37272a666f,49,Mouse,6,14,0,1.082,3.187
94b750bc-66df-494b-9246-6c37272a666f,49,Mouse,6,1,0,0.800,2.037
94b750bc-66df-494b-9246-6c37272a666f,49,Mouse,6,0,0,0.782,1.564
94b750bc-66df-494b-9246-6c37272a666f,49,Mouse,6,6,0,1.066,3.426
